filename,doi,guest_molecule,KD_A,PLD_A,guest_composition,zeolite_name,std_zeolite_name,si_al_ratio,modified_ion,loading_value,loading_unit,diffusion_coefficient_value,diffusion_coefficient_unit,temperature_value,temperature_unit,concentration_value,concentration_unit,adsorption_loading_value,adsorption_loading_unit,pressure_value,pressure_unit,experimental_method,distinguishing_variable,method_type,method_category
S1387181107000418,10.1016/j.micromeso.2007.01.015,benzene,5.35,4.7,,silicalite-1 (B),MFI,1338,,,,1.46e-12,m2/s,303.0,K,,,5.6,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D01; process: faster diffusion process,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,benzene,5.35,4.7,,silicalite-1 (B),MFI,1338,,,,5.2e-14,m2/s,303.0,K,,,5.6,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D02; process: slower diffusion process,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,benzene,5.35,4.7,,silicalite-1 (A),MFI,∞,,,,2.72e-13,m2/s,373.0,K,,,1.1,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D02; process: single diffusion process,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,benzene,5.35,4.7,,silicalite-1 (B),MFI,1338,,,,2.58e-13,m2/s,373.0,K,,,1.1,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D02; process: single diffusion process,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,toluene,5.85,4.7,,silicalite-1 (B),MFI,1338,,,,3.5e-14,m2/s,323.0,K,,,4.1,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D01; process: diffusion along straight channel direction,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,toluene,5.85,4.7,,silicalite-1 (B),MFI,1338,,,,9.6e-13,m2/s,373.0,K,,,2,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D01; process: diffusion along straight channel direction,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,toluene,5.85,4.7,,silicalite-1 (B),MFI,1338,,,,8.3e-14,m2/s,373.0,K,,,2,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D02; process: diffusion along sinusoidal channel direction,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,toluene,5.85,4.7,,silicalite-1 (B),MFI,1338,,,,1.34e-12,m2/s,415.0,K,,,0.5,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D01; process: diffusion along straight channel direction,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,ethylbenzene,6.0,4.7,,silicalite-1 (B),MFI,1338,,,,1.02e-13,m2/s,373.0,K,,,2.9,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D01; process: diffusion along straight channel direction,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,ethylbenzene,6.0,4.7,,silicalite-1 (B),MFI,1338,,,,7.04e-13,m2/s,415.0,K,,,0.81,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D01; process: diffusion along straight channel direction,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,"1,4-dimethylbenzene",5.8,4.7,,silicalite-1 (A),MFI,∞,,,,7.4e-13,m2/s,323.0,K,,,4.9,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D01; process: diffusion along straight channel direction,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,"1,4-dimethylbenzene",5.8,4.7,,silicalite-1 (A),MFI,∞,,,,1.6e-11,m2/s,373.0,K,,,3.9,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D01; process: diffusion along straight channel direction,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,"1,4-dimethylbenzene",5.8,4.7,,silicalite-1 (A),MFI,∞,,,,1.5e-12,m2/s,373.0,K,,,3.9,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D02; process: diffusion along sinusoidal channel direction,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,"1,4-dimethylbenzene",5.8,4.7,,silicalite-1 (A),MFI,∞,,,,2.1e-11,m2/s,473.0,K,,,,,,,Frequency Response (FR),diffusion_component: D01; process: diffusion along straight channel direction,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,cyclopentane,5.3,4.7,,silicalite-1 (B),MFI,1338,,,,1.43e-12,m2/s,253.0,K,,,3.8,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D01; process: faster diffusion process,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,cyclopentane,5.3,4.7,,silicalite-1 (B),MFI,1338,,,,2.2e-14,m2/s,253.0,K,,,3.8,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D02; process: slower diffusion process,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,cyclopentane,5.3,4.7,,silicalite-1 (B),MFI,1338,,,,8.3e-14,m2/s,273.0,K,,,3.6,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D02; process: slower diffusion process,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,cyclopentane,5.3,4.7,,silicalite-1 (B),MFI,1338,,,,9.4e-13,m2/s,373.0,K,,,0.64,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D01; process: faster diffusion process,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,cyclopentane,5.3,4.7,,silicalite-1 (B),MFI,1338,,,,1.5e-13,m2/s,373.0,K,,,0.64,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D02; process: slower diffusion process,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,cyclohexane,6.0,4.7,,silicalite-1 (B),MFI,1338,,,,6e-15,m2/s,423.0,K,,,,,,,Frequency Response (FR),diffusion_component: D01; process: single diffusion process,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,"trans-1,2-dimethylcyclohexane",6.5,4.7,,silicalite-1 (B),MFI,1338,,,,5.5e-14,m2/s,398.0,K,,,,,,,Frequency Response (FR),diffusion_component: D01; process: single diffusion process,Experimental,FR
S1387181107000418,10.1016/j.micromeso.2007.01.015,"trans-1,2-dimethylcyclohexane",6.5,4.7,,silicalite-1 (B),MFI,1338,,,,2.9e-13,m2/s,448.0,K,,,,,,,Frequency Response (FR),diffusion_component: D01; process: single diffusion process,Experimental,FR
S1387181107002569,10.1016/j.micromeso.2007.04.036,helium,2.6,3.8,,CHA,CHA,,,,,4.8e-08,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,dihydrogen,2.89,3.8,,CHA,CHA,,,,,5.71e-08,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,neon,2.75,3.8,,CHA,CHA,,,,,1.74e-08,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,carbon dioxide,3.3,3.8,,CHA,CHA,,,,,2.1e-09,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,nitrogen,3.64,3.8,,CHA,CHA,,,,,2.74e-09,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,krypton,3.6,3.8,,CHA,CHA,,,,,2.7e-11,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,argon,3.4,3.8,,CHA,CHA,,,,,2.85e-09,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,methane,3.8,3.8,,CHA,CHA,,,,,2.1e-11,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,helium,2.6,3.65,,DDR,DDR,,,,,3.17e-08,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,dihydrogen,2.89,3.65,,DDR,DDR,,,,,2.4e-08,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,neon,2.75,3.65,,DDR,DDR,,,,,1.1e-08,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,carbon dioxide,3.3,3.65,,DDR,DDR,,,,,1.13e-09,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,nitrogen,3.64,3.65,,DDR,DDR,,,,,2e-09,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,argon,3.4,3.65,,DDR,DDR,,,,,7.6e-10,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,methane,3.8,3.65,,DDR,DDR,,,,,4.76e-13,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,krypton,3.6,3.65,,DDR,DDR,,,,,1.15e-12,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,neon,2.75,7.42,,AFI,AFI-H,,,,,9.9e-08,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,argon,3.4,7.42,,AFI,AFI-H,,,,,5.1e-08,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,neon,2.75,4.7,,MFI,MFI,,,,,2.94e-08,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,argon,3.4,4.7,,MFI,MFI,,,,,1.15e-08,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,neon,2.75,7.4,,FAU,FAU,,,,,4.64e-08,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,argon,3.4,7.4,,FAU,FAU,,,,,2.44e-08,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,neon,2.75,4.1,,LTA,LTA,,,,,1.83e-08,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002569,10.1016/j.micromeso.2007.04.036,argon,3.4,4.1,,LTA,LTA,,,,,5.8e-09,m2/s,,,,,,,,,Molecular Dynamics,,Computational,MD
S1387181107002934,10.1016/j.micromeso.2007.05.014,argon,3.4,7.4,,"Li,RE-LSX","FAU-Li,REX",1.01,,,,2.72e-07,m2/s,254.0,K,,,,,0.0266644,bar,Frequency Response (FR),diffusivity_type: effective,Experimental,FR
S1387181107002934,10.1016/j.micromeso.2007.05.014,argon,3.4,7.4,,"Li,RE-LSX","FAU-Li,REX",1.01,,,,3.49e-07,m2/s,273.0,K,,,,,0.0266644,bar,Frequency Response (FR),diffusivity_type: effective,Experimental,FR
S1387181107002934,10.1016/j.micromeso.2007.05.014,argon,3.4,7.4,,"Li,RE-LSX","FAU-Li,REX",1.01,,,,4.58e-07,m2/s,293.0,K,,,,,0.0266644,bar,Frequency Response (FR),diffusivity_type: effective,Experimental,FR
S1387181107002934,10.1016/j.micromeso.2007.05.014,argon,3.4,7.4,,"Li,RE-LSX","FAU-Li,REX",1.01,,,,5.78e-07,m2/s,313.0,K,,,,,0.0266644,bar,Frequency Response (FR),diffusivity_type: effective,Experimental,FR
S1387181107002934,10.1016/j.micromeso.2007.05.014,argon,3.4,7.4,,"Li,RE-LSX","FAU-Li,REX",1.01,,,,2.66e-06,m2/s,254.0,K,,,,,0.0266644,bar,Frequency Response (FR),diffusivity_type: macropore,Experimental,FR
S1387181107002934,10.1016/j.micromeso.2007.05.014,argon,3.4,7.4,,"Li,RE-LSX","FAU-Li,REX",1.01,,,,2.56e-06,m2/s,273.0,K,,,,,0.0266644,bar,Frequency Response (FR),diffusivity_type: macropore,Experimental,FR
S1387181107002934,10.1016/j.micromeso.2007.05.014,argon,3.4,7.4,,"Li,RE-LSX","FAU-Li,REX",1.01,,,,2.62e-06,m2/s,293.0,K,,,,,0.0266644,bar,Frequency Response (FR),diffusivity_type: macropore,Experimental,FR
S1387181107002934,10.1016/j.micromeso.2007.05.014,argon,3.4,7.4,,"Li,RE-LSX","FAU-Li,REX",1.01,,,,2.71e-06,m2/s,313.0,K,,,,,0.0266644,bar,Frequency Response (FR),diffusivity_type: macropore,Experimental,FR
S1387181107002934,10.1016/j.micromeso.2007.05.014,dioxygen,3.46,7.4,,"Li,RE-LSX","FAU-Li,REX",1.01,,,,2.63e-07,m2/s,258.0,K,,,,,0.0266644,bar,Frequency Response (FR),diffusivity_type: effective,Experimental,FR
S1387181107002934,10.1016/j.micromeso.2007.05.014,dioxygen,3.46,7.4,,"Li,RE-LSX","FAU-Li,REX",1.01,,,,3.42e-07,m2/s,273.0,K,,,,,0.0266644,bar,Frequency Response (FR),diffusivity_type: effective,Experimental,FR
S1387181107002934,10.1016/j.micromeso.2007.05.014,dioxygen,3.46,7.4,,"Li,RE-LSX","FAU-Li,REX",1.01,,,,4.69e-07,m2/s,293.0,K,,,,,0.0266644,bar,Frequency Response (FR),diffusivity_type: effective,Experimental,FR
S1387181107002934,10.1016/j.micromeso.2007.05.014,dioxygen,3.46,7.4,,"Li,RE-LSX","FAU-Li,REX",1.01,,,,6.84e-07,m2/s,313.0,K,,,,,0.0266644,bar,Frequency Response (FR),diffusivity_type: effective,Experimental,FR
S1387181107002934,10.1016/j.micromeso.2007.05.014,dioxygen,3.46,7.4,,"Li,RE-LSX","FAU-Li,REX",1.01,,,,2.32e-06,m2/s,258.0,K,,,,,0.0266644,bar,Frequency Response (FR),diffusivity_type: macropore,Experimental,FR
S1387181107002934,10.1016/j.micromeso.2007.05.014,dioxygen,3.46,7.4,,"Li,RE-LSX","FAU-Li,REX",1.01,,,,2.26e-06,m2/s,273.0,K,,,,,0.0266644,bar,Frequency Response (FR),diffusivity_type: macropore,Experimental,FR
S1387181107002934,10.1016/j.micromeso.2007.05.014,dioxygen,3.46,7.4,,"Li,RE-LSX","FAU-Li,REX",1.01,,,,2.26e-06,m2/s,293.0,K,,,,,0.0266644,bar,Frequency Response (FR),diffusivity_type: macropore,Experimental,FR
S1387181107002934,10.1016/j.micromeso.2007.05.014,dioxygen,3.46,7.4,,"Li,RE-LSX","FAU-Li,REX",1.01,,,,2.57e-06,m2/s,313.0,K,,,,,0.0266644,bar,Frequency Response (FR),diffusivity_type: macropore,Experimental,FR
S1387181107005604,10.1016/j.micromeso.2007.09.027,benzene,5.35,4.7,,SL (1 μm),MFI,,,,,1.2e-17,m2/s,,,,,,,,,"Raman spectroscopy (liquid phase, constant volume method)",crystal_size: 1.0 μm,Experimental,Uptake/Release
S138718110800053X,10.1016/j.micromeso.2008.01.042,dipb,7.5,6.5,,MOR,MOR,,,,,1.78e-10,m2/s,300.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S138718110800053X,10.1016/j.micromeso.2008.01.042,"1,3,5-triisopropylbenzene",8.5,6.5,,MOR,MOR,,,,,4e-11,m2/s,300.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S138718110800053X,10.1016/j.micromeso.2008.01.042,dipb,7.5,8.5,,IM-12,UTL-H,,,,,3.03e-10,m2/s,300.0,K,,,0.5,molecule/unit cell,,,Molecular Dynamics,,Computational,MD
S138718110800053X,10.1016/j.micromeso.2008.01.042,"1,3,5-triisopropylbenzene",8.5,8.5,,IM-12,UTL-H,,,,,8.83e-10,m2/s,300.0,K,,,0.5,molecule/unit cell,,,Molecular Dynamics,,Computational,MD
S1387181108000735,10.1016/j.micromeso.2008.01.047,2-methoxy-2-methylpropane,6.2,4.7,,silicalite-1,MFI-H,,,,,2.81e-17,m2/s,298.0,K,,,1月4日,mol/u.c.,,,gravimetric uptake (Fickian analysis),,Experimental,Uptake/Release
S1387181108000735,10.1016/j.micromeso.2008.01.047,2-methoxy-2-methylpropane,6.2,4.7,,silicalite-1,MFI-H,,,,,1.2e-14,m2/s,425.0,K,,,1月4日,mol/u.c.,,,gravimetric uptake (Fickian analysis),,Experimental,Uptake/Release
S1387181108000735,10.1016/j.micromeso.2008.01.047,2-methoxy-2-methylpropane,6.2,4.7,,silicalite-1,MFI-H,,,,,1.61e-14,m2/s,448.0,K,,,1月4日,mol/u.c.,,,gravimetric uptake (Fickian analysis),,Experimental,Uptake/Release
S1387181108000735,10.1016/j.micromeso.2008.01.047,2-methoxy-2-methylpropane,6.2,4.7,,silicalite-1,MFI-H,,,,,2.81e-14,m2/s,473.0,K,,,1月4日,mol/u.c.,,,gravimetric uptake (Fickian analysis),,Experimental,Uptake/Release
S1387181108000735,10.1016/j.micromeso.2008.01.047,2-methoxy-2-methylpropane,6.2,4.7,,silicalite-1,MFI-H,,,,,4.55e-14,m2/s,523.0,K,,,1月4日,mol/u.c.,,,gravimetric uptake (Fickian analysis),,Experimental,Uptake/Release
S1387181108000735,10.1016/j.micromeso.2008.01.047,2-methoxy-2-methylpropane,6.2,4.7,,silicalite-1,MFI-H,,,,,1.04e-13,m2/s,600.0,K,,,1月4日,mol/u.c.,,,gravimetric uptake (Fickian analysis),estimation: Arrhenius extrapolation,Experimental,Uptake/Release
S1387181108000735,10.1016/j.micromeso.2008.01.047,2-methoxy-2-methylpropane,6.2,4.7,,silicalite-1,MFI-H,,,,,6.33e-15,m2/s,600.0,K,,,4,mol/u.c.,,,Molecular Dynamics (MD) simulation,,Computational,MD
S1387181108000735,10.1016/j.micromeso.2008.01.047,2-methoxy-2-methylpropane,6.2,4.7,,silicalite-1,MFI-H,,,,,1.15e-14,m2/s,600.0,K,,,5,mol/u.c.,,,Molecular Dynamics (MD) simulation,,Computational,MD
S1387181108000735,10.1016/j.micromeso.2008.01.047,2-methoxy-2-methylpropane,6.2,4.7,,silicalite-1,MFI-H,,,,,3.37e-14,m2/s,600.0,K,,,6,mol/u.c.,,,Molecular Dynamics (MD) simulation,,Computational,MD
S1387181108001297,10.1016/j.micromeso.2008.02.038,propene,4.5,3.65,,DD3R,DDR-H,,,,,2.8e-15,m2/s,323.0,K,,,,,,,Breakthrough experiments,confinement_model: strong,Experimental,Column Dynamics
S1387181108001297,10.1016/j.micromeso.2008.02.038,propene,4.5,3.65,,DD3R,DDR-H,,,,,9.5e-16,m2/s,323.0,K,,,,,,,Breakthrough experiments,confinement_model: weak,Experimental,Column Dynamics
S1387181108003259,10.1016/j.micromeso.2008.06.031,benzene,5.35,7.4,,NaX,FAU-NaX,1.2,,,,4.1e-11,m2/s,378.0,K,,,1,molecules/supercage,,,PFG NMR,,Experimental,PFG NMR
S1387181108003259,10.1016/j.micromeso.2008.06.031,toluene,5.85,7.4,,NaX,FAU-NaX,1.2,,,,4.9e-11,m2/s,378.0,K,,,1,molecules/supercage,,,PFG NMR,,Experimental,PFG NMR
S1387181108003259,10.1016/j.micromeso.2008.06.031,"1,4-dimethylbenzene",5.8,7.4,,NaX,FAU-NaX,1.2,,,,1.4e-11,m2/s,378.0,K,,,1,molecules/supercage,,,PFG NMR,,Experimental,PFG NMR
S1387181108003259,10.1016/j.micromeso.2008.06.031,"1,3-dimethylbenzene",6.8,7.4,,NaX,FAU-NaX,1.2,,,,2e-11,m2/s,378.0,K,,,1,molecules/supercage,,,PFG NMR,,Experimental,PFG NMR
S1387181108003259,10.1016/j.micromeso.2008.06.031,(propan-2-yl)benzene,6.8,7.4,,NaX,FAU-NaX,1.2,,,,5.6e-12,m2/s,378.0,K,,,1,molecules/supercage,,,PFG NMR,,Experimental,PFG NMR
S1387181108003259,10.1016/j.micromeso.2008.06.031,"1,4-diisopropylbenzene",7.5,7.4,,NaX,FAU-NaX,1.2,,,,3.5e-12,m2/s,378.0,K,,,1,molecules/supercage,,,PFG NMR,,Experimental,PFG NMR
S1387181108003259,10.1016/j.micromeso.2008.06.031,"1,3-diisopropylbenzene",7.5,7.4,,NaX,FAU-NaX,1.2,,,,3.5e-12,m2/s,378.0,K,,,1,molecules/supercage,,,PFG NMR,,Experimental,PFG NMR
S1387181109000419,10.1016/j.micromeso.2009.01.025,benzene,5.35,4.7,,H-ZSM-5,MFI-H,45,,,,3.09e-13,m2/s,616.0,K,,,1.65,molec/u.c.,0.0003,bar,Frequency Response,"model: single process, Gaussian PSD fitting",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,benzene,5.35,4.7,,H-ZSM-5,MFI-H,45,,,,5.28e-13,m2/s,646.0,K,,,0.83,molec/u.c.,0.0003,bar,Frequency Response,"model: single process, Gaussian PSD fitting",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,benzene,5.35,4.7,,H-ZSM-5,MFI-H,45,,,,9.5e-13,m2/s,676.0,K,,,0.34,molec/u.c.,0.0003,bar,Frequency Response,"model: single process, Gaussian PSD fitting",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,toluene,5.85,4.7,,H-ZSM-5,MFI-H,45,,,,1.35e-13,m2/s,616.0,K,,,2.69,molec/u.c.,0.0003,bar,Frequency Response,"model: single process, Gaussian PSD fitting",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,toluene,5.85,4.7,,H-ZSM-5,MFI-H,45,,,,2.81e-13,m2/s,646.0,K,,,1.39,molec/u.c.,0.0003,bar,Frequency Response,"model: single process, Gaussian PSD fitting",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,toluene,5.85,4.7,,H-ZSM-5,MFI-H,45,,,,5.83e-13,m2/s,676.0,K,,,0.66,molec/u.c.,0.0003,bar,Frequency Response,"model: single process, Gaussian PSD fitting",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,"1,4-dimethylbenzene",5.8,4.7,,H-ZSM-5,MFI-H,45,,,,1.14e-13,m2/s,616.0,K,,,3.6,molec/u.c.,0.0003,bar,Frequency Response,"model: single process, Gaussian PSD fitting",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,"1,4-dimethylbenzene",5.8,4.7,,H-ZSM-5,MFI-H,45,,,,2.46e-13,m2/s,646.0,K,,,2.15,molec/u.c.,0.0003,bar,Frequency Response,"model: single process, Gaussian PSD fitting",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,"1,4-dimethylbenzene",5.8,4.7,,H-ZSM-5,MFI-H,45,,,,5.04e-13,m2/s,676.0,K,,,1.09,molec/u.c.,0.0003,bar,Frequency Response,"model: single process, Gaussian PSD fitting",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,benzene,5.35,4.7,,H-ZSM-5,MFI-H,45,,,,4.95e-13,m2/s,616.0,K,,,1.65,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D1",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,benzene,5.35,4.7,,H-ZSM-5,MFI-H,45,,,,5.1e-14,m2/s,616.0,K,,,1.65,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D2",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,benzene,5.35,4.7,,H-ZSM-5,MFI-H,45,,,,3.3e-13,m2/s,616.0,K,,,1.65,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D_mean",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,benzene,5.35,4.7,,H-ZSM-5,MFI-H,45,,,,7.98e-13,m2/s,646.0,K,,,0.83,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D1",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,benzene,5.35,4.7,,H-ZSM-5,MFI-H,45,,,,1.02e-13,m2/s,646.0,K,,,0.83,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D2",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,benzene,5.35,4.7,,H-ZSM-5,MFI-H,45,,,,5.82e-13,m2/s,646.0,K,,,0.83,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D_mean",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,benzene,5.35,4.7,,H-ZSM-5,MFI-H,45,,,,1.12e-12,m2/s,676.0,K,,,0.34,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D1",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,benzene,5.35,4.7,,H-ZSM-5,MFI-H,45,,,,2.08e-13,m2/s,676.0,K,,,0.34,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D2",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,benzene,5.35,4.7,,H-ZSM-5,MFI-H,45,,,,9.02e-13,m2/s,676.0,K,,,0.34,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D_mean",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,toluene,5.85,4.7,,H-ZSM-5,MFI-H,45,,,,4.01e-13,m2/s,616.0,K,,,2.69,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D1",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,toluene,5.85,4.7,,H-ZSM-5,MFI-H,45,,,,4e-14,m2/s,616.0,K,,,2.69,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D2",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,toluene,5.85,4.7,,H-ZSM-5,MFI-H,45,,,,1.88e-13,m2/s,616.0,K,,,2.69,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D_mean",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,toluene,5.85,4.7,,H-ZSM-5,MFI-H,45,,,,7.52e-13,m2/s,646.0,K,,,1.39,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D1",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,toluene,5.85,4.7,,H-ZSM-5,MFI-H,45,,,,9.8e-14,m2/s,646.0,K,,,1.39,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D2",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,toluene,5.85,4.7,,H-ZSM-5,MFI-H,45,,,,3.12e-13,m2/s,646.0,K,,,1.39,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D_mean",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,toluene,5.85,4.7,,H-ZSM-5,MFI-H,45,,,,1.1e-12,m2/s,676.0,K,,,0.66,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D1",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,toluene,5.85,4.7,,H-ZSM-5,MFI-H,45,,,,1.49e-13,m2/s,676.0,K,,,0.66,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D2",Experimental,FR
